"city","latitude","longitude","region"
"paso ancho",4.61063,-73.00107,"meta"
"palicare",4.06866,-73.6148,"meta"
"cabuyal",4.10333,-75.21639,"meta"
"nuevo mundo",4.19334,-73.28941,"meta"
"brasil",3.109,-73.234,"meta"
"las delicias",3.78416,-73.06678,"meta"
"el jardín",3.55263,-73.69009,"meta"
"la manuelita",3.39934,-74.06193,"meta"
"palmira",3.84085,-73.62202,"meta"
"la fortuna",3.84664,-73.68287,"meta"
"las delicias",3.75612,-73.81224,"meta"
"camoa",3.66527,-73.65923,"meta"
"puerto crevaux",3.0718,-74.51931,"meta"
"puerto pororio",2.79436,-72.81433,"meta"
"bonaire",4.07288,-73.57784,"meta"
"las brisas",4.03631,-73.68219,"meta"
"las delicias",3.2017,-72.92956,"meta"
"la palestina",3.077,-73.213,"meta"
"el paraíso",4.04427,-73.6604,"meta"
"la guajira",3.57524,-74.37915,"meta"
"san josé",4.36434,-72.08659,"meta"
"puerto caucho",3.32634,-73.46256,"meta"
"el dorado",2.77411,-72.86834,"meta"
"la cabaña",3.112,-73.301,"meta"
"puerto barrigón",4.16667,-73.01667,"meta"
"bellavista",2.94349,-72.80883,"meta"
"los conucos",3.75346,-73.40588,"meta"
"la esperanza",3.72082,-73.90649,"meta"
"matecaña",3.18223,-73.30869,"meta"
"el milagro",3.70306,-73.91238,"meta"
"puerto guamo",3.24712,-73.37539,"meta"
"las marías",4.29363,-72.80979,"meta"
"el brasil",4,-73.41667,"meta"
"guadualito",3.73947,-73.59465,"meta"
"charrascal",4.0581,-73.66395,"meta"
"las balsas",3.14738,-73.74587,"meta"
"marsella",4.06013,-73.49278,"meta"
"buena vista",4.31689,-72.77053,"meta"
"el paraíso",3.112,-73.374,"meta"
"agua linda",2.73723,-72.90469,"meta"
"angosturas",3.31175,-73.85587,"meta"
"el trin",2.81644,-72.32728,"meta"
"charco trece",3.106,-73.403,"meta"
"la maría",4.13307,-73.56787,"meta"
"el tesoro",3.31333,-72.95865,"meta"
"el cortijo",4.23333,-73.58333,"meta"
"buenos aires",4.40092,-72.81877,"meta"
"caserío la cristalina",2.16595,-74.2746,"meta"
"la chucúa",4.12891,-73.52074,"meta"
"el escorpión",3.105,-73.325,"meta"
"mesetas",3.38463,-74.04424,"meta"
"el cacho",4,-72.16667,"meta"
"san luis",4.10177,-72.98201,"meta"
"san bernardo",4.1742,-73.43887,"meta"
"las mercedes",3.69428,-73.65542,"meta"
"brisas del manacacias",3.27163,-72.85639,"meta"
"angostura",3.137,-73.413,"meta"
"murure",4.06168,-72.15037,"meta"
"la porfía",4.07372,-73.23395,"meta"
"macondo",3.62313,-73.65378,"meta"
"hacienda montebello",3.60618,-73.65566,"meta"
"humacita",3.96281,-73.07111,"meta"
"la esperanza",3.72277,-73.78156,"meta"
"campo hermosa",4.03823,-73.64552,"meta"
"puerto la esperanza",3.2996,-73.42472,"meta"
"pandora",3.68028,-73.66177,"meta"
"meseta seca",4.40007,-73.7041,"meta"
"el placer",3.153,-73.358,"meta"
"angosturas",3.65067,-73.57525,"meta"
"la soledad",3.039,-73.306,"meta"
"hacienda el diamente",3.70728,-73.72895,"meta"
"la soledad",4.23333,-72.1,"meta"
"charco teófilo",2.43746,-73.93139,"meta"
"campo hermoso",3.27834,-73.35615,"meta"
"pozones",4.07742,-72.79538,"meta"
"el redil",3.72637,-73.44212,"meta"
"guayabal",3.103,-73.367,"meta"
"el rasguño",4.05474,-73.61058,"meta"
"la esperanza",3.7275,-74.30583,"meta"
"puerto riascos",2.57727,-72.74841,"meta"
"voz del llano",4.11347,-73.60308,"meta"
"potosí",4.11181,-72.79505,"meta"
"marupiara",4.04466,-73.71292,"meta"
"las delicias",4.09218,-73.73913,"meta"
"santander",3.13333,-74.46667,"meta"
"buenos aires",4.13389,-73.53421,"meta"
"la unión",4.07528,-73.73452,"meta"
"san gabriel",3.67628,-73.05736,"meta"
"el dorado",3.56308,-74.02332,"meta"
"miritil",4.04908,-73.71176,"meta"
"la cabaña",3.60548,-73.73207,"meta"
"los caballeros",4.32899,-72.83811,"meta"
"el secreto",4.18291,-73.4044,"meta"
"caserío el recreo",2.06745,-74.24766,"meta"
"cunaviche",4.05383,-73.30673,"meta"
"el porvenir",4.04101,-73.69103,"meta"
"san lorenzo",4.14059,-73.56517,"meta"
"la primavera",3.092,-73.253,"meta"
"berlín",2.63942,-72.77392,"meta"
"telacom",3.78369,-73.39743,"meta"
"la primavera",3.142,-73.407,"meta"
"la primavera",3.64758,-73.43162,"meta"
"el rubio",3.77927,-73.48917,"meta"
"el toro",3.83333,-73.61667,"meta"
"la esmeralda",3.152,-73.319,"meta"
"palestina",3.54592,-74.41183,"meta"
"san gabriel",3.62788,-73.58608,"meta"
"san luis de ocoa",4.07806,-73.70371,"meta"
"fuente de oro",3.46263,-73.62162,"meta"
"la porfia",3.64224,-73.61034,"meta"
"el jordán",3.86556,-73.66234,"meta"
"buena vista",3.70603,-73.90608,"meta"
"la esperanza",4.01659,-73.15289,"meta"
"dos quebradas",3.46222,-73.77528,"meta"
"uribe",3.2409,-74.35497,"meta"
"la esperanza",3.30733,-73.37392,"meta"
"campo alegre",3.22931,-73.80035,"meta"
"la quinta",4.29701,-72.77985,"meta"
"nueva floresta",3.65497,-73.9274,"meta"
"puerto cachama",3.125,-73.481,"meta"
"las mercedes",4.05781,-73.63199,"meta"
"hacienda paso ancho",3.81618,-73.56739,"meta"
"mirabel",4.2119,-73.22247,"meta"
"miraflores",4.1201,-73.39722,"meta"
"el sombrero",4.04278,-72.11694,"meta"
"paso ancho",4.61528,-73.00306,"meta"
"san cristóbal",4.2642,-73.27292,"meta"
"el santuario",3.42942,-74.04224,"meta"
"los salados",4.11386,-73.13931,"meta"
"barcelona",3.52168,-73.91845,"meta"
"puerto nuevo",3.67371,-73.43967,"meta"
"puerto yuca",2.93833,-73.20833,"meta"
"curumare",4.22132,-72.83841,"meta"
"san jorge",3.04554,-72.80331,"meta"
"el porvenir",3.81311,-73.83786,"meta"
"la esmeralda",2.98156,-73.23428,"meta"
"la concepción",4.04901,-73.74101,"meta"
"chepero",4.25812,-73.44327,"meta"
"inspección de policía el mirador",3.41256,-74.12667,"meta"
"primavera",4.08756,-72.68902,"meta"
"la gualdronera",4.3,-72.81667,"meta"
"cumaral",4.31909,-72.46193,"meta"
"el limón",3.37398,-73.49371,"meta"
"los patos",4.38116,-72.12688,"meta"
"agua linda",4.06838,-73.10501,"meta"
"la laguna",3.67062,-73.70999,"meta"
"el puerto",3.31568,-73.46023,"meta"
"el merey",3.66667,-73.36667,"meta"
"las brisas",4.38333,-72.91222,"meta"
"el tigre",2.77306,-72.68111,"meta"
"los alpes",2.9472,-72.57816,"meta"
"granada",3.54625,-73.70687,"meta"
"el vergel",2.40849,-73.21744,"meta"
"balastera",2.69964,-72.72298,"meta"
"vista hermosa",3.68004,-73.92736,"meta"
"el tesorito",3.68571,-73.91814,"meta"
"el recreo",2.61294,-72.8297,"meta"
"aguas claras",2.67497,-72.75372,"meta"
"el aceite",3.08,-73.354,"meta"
"la esmeralda",3.376,-74.152,"meta"
"el rincón",3.068,-73.23,"meta"
"buenos aires",3.57177,-73.92628,"meta"
"charco caiman",2.90084,-71.18745,"meta"
"santa isabel",2.79541,-72.68906,"meta"
"la victoria",2.77358,-72.96604,"meta"
"lomitas",2.94375,-72.46566,"meta"
"san josé",2.38306,-73.26771,"meta"
"san antonio",4.0313,-73.42626,"meta"
"camoita",3.72769,-73.6565,"meta"
"san pablo",3.79549,-73.24676,"meta"
"las margaritas",3.61353,-73.76271,"meta"
"la aguada",4.55392,-73.05448,"meta"
"santa lucia",4.0773,-73.6148,"meta"
"la marota",3.79077,-73.27776,"meta"
"caserío el último intento",2.61068,-72.83458,"meta"
"el maizal",4.13945,-73.52327,"meta"
"el cocuy",4.04481,-73.59444,"meta"
"el oasis",2.87346,-71.85481,"meta"
"el algarrobo",4.10332,-73.24729,"meta"
"buenos aires",4.06667,-72.8,"meta"
"san pedro",4.19222,-73.005,"meta"
"san vicente",4.18248,-72.80744,"meta"
"potreritos",4.05757,-73.35041,"meta"
"el secreto",4.03203,-73.56395,"meta"
"los arrecifes",3.33792,-73.47275,"meta"
"hato tres reales",2.86189,-72.4031,"meta"
"esplayadas",3.59199,-73.59811,"meta"
"los medios",4.21379,-73.52678,"meta"
"babilonia",3.5807,-73.62239,"meta"
"la reforma",3.8666,-73.07469,"meta"
"berlin",3.84634,-73.67268,"meta"
"la siberia",3.83126,-73.08568,"meta"
"nuevo horizonte",3.82195,-73.70812,"meta"
"puerto gaitán",4.31328,-72.08157,"meta"
"la cecilia",3.83935,-73.6838,"meta"
"puerto sánchez",4.19411,-73.04703,"meta"
"la esperanza",4.18901,-73.40725,"meta"
"el diluvio",3.84512,-73.70484,"meta"
"costarrica",3.24556,-73.85139,"meta"
"fondo ganadero del meta",4.12981,-73.56346,"meta"
"san vicente",4.01999,-73.75756,"meta"
"napoles",4.14022,-71.99293,"meta"
"santa rita",3.75754,-73.65295,"meta"
"la conquista",4.50226,-72.95468,"meta"
"la pradera",4.03295,-73.77916,"meta"
"arrejitos",3.85596,-73.1063,"meta"
"la candelaria",4.05157,-73.72866,"meta"
"birmania",4.13333,-73.35,"meta"
"cruce de candilejas",3.075,-73.125,"meta"
"la reforma",3.5,-72.85,"meta"
"las brisas",3.94909,-73.13013,"meta"
"puerto iris",2.71059,-72.7808,"meta"
"la paz",4.13487,-73.5124,"meta"
"micán",4.03141,-73.65531,"meta"
"santa rosa de ríonegro",4.03053,-73.47652,"meta"
"hacienda la laguna",3.55081,-73.8569,"meta"
"acacías",3.98695,-73.75797,"meta"
"acapulco",3.131,-73.408,"meta"
"guayana",3.12,-73.408,"meta"
"las gualas",3.70458,-73.37832,"meta"
"la florida",3.79123,-73.7777,"meta"
"la catalina",2.36664,-73.5148,"meta"
"las brumas",3.59171,-73.70206,"meta"
"la hoya de varela",3.57111,-74.3575,"meta"
"los laureles",3.59285,-73.55281,"meta"
"el duda",3.59825,-74.35597,"meta"
"el silencio",3.74028,-73.92028,"meta"
"mojagua",3.75763,-73.90718,"meta"
"la palma",3.73964,-73.40706,"meta"
"majaguillal",4.31667,-72.08333,"meta"
"la maria",3.65553,-73.6201,"meta"
"chaviva",4.35886,-72.3286,"meta"
"la palma",4.17722,-73.49306,"meta"
"el tigrillo",4.15972,-72.70583,"meta"
"el exterior",3.70277,-73.60817,"meta"
"el paraíso",4.27331,-73.50538,"meta"
"el triunfo",4.31928,-72.33229,"meta"
"cuacavía",4.30949,-73.55259,"meta"
"reina yola",3.61285,-73.4142,"meta"
"el choapal",3.65633,-73.72696,"meta"
"molino el ruíz",3.67988,-73.71756,"meta"
"el cruce de ocoa",4.11729,-73.27569,"meta"
"san josé",3.56141,-73.91772,"meta"
"nuestra señora de la paz",4.09775,-73.66175,"meta"
"mi rancho",4.32684,-72.07727,"meta"
"varsovia",4.17454,-73.27589,"meta"
"el higuerón",3.71621,-73.45695,"meta"
"el mirador",3.54796,-71.52155,"meta"
"el paraíso",3.541,-73.91594,"meta"
"san rafael",3.71272,-73.46303,"meta"
"la venturosa",4.60149,-73.00145,"meta"
"gorongoro",3.68958,-73.44985,"meta"
"el viento",3.19554,-72.67791,"meta"
"buenos aires",3.63319,-73.69281,"meta"
"san antonio",4.02949,-73.57842,"meta"
"samarcanda",3.7716,-73.82064,"meta"
"olivera",4.13668,-72.69591,"meta"
"caserío el diviso",3.10935,-74.25528,"meta"
"santa marta",3.66069,-73.47599,"meta"
"el milagro",4.50501,-72.92901,"meta"
"aurora",4.24111,-72.36615,"meta"
"el aterrizaje",3.09661,-73.03157,"meta"
"la ilusión",3.45692,-73.48341,"meta"
"la ceiba",4.02721,-73.56648,"meta"
"las delicias",4.34864,-72.93288,"meta"
"san cristóbal",4.02566,-73.55578,"meta"
"gaviotas",3.35852,-73.4795,"meta"
"valledupar",4.18297,-73.21964,"meta"
"barranco colorado",3.30761,-73.44567,"meta"
"el consuelo",3.66068,-73.80164,"meta"
"el dorado",3.73924,-73.83489,"meta"
"san antonio",4.02061,-73.21074,"meta"
"palmarito",3.67419,-73.72405,"meta"
"restrepo",4.25833,-73.56142,"meta"
"el tigre",4.21591,-73.24197,"meta"
"corocito",3.95,-72.2,"meta"
"machoviva",4.2,-72.11667,"meta"
"el turpial",3.68848,-73.7314,"meta"
"la libertad",3.65084,-73.883,"meta"
"puerto nilo",4.06742,-72.93241,"meta"
"la primavera",4.01319,-73.46149,"meta"
"las tres marías",4.10971,-73.58657,"meta"
"la floresta",4.18231,-72.86576,"meta"
"santa ana",4.10212,-73.62521,"meta"
"el maranguango",4.06667,-73.18333,"meta"
"trapiche",2.21505,-73.82506,"meta"
"el estero",3.80288,-73.41243,"meta"
"la esperanza",3.5652,-73.95579,"meta"
"santa rosa",3.78898,-73.30814,"meta"
"el ecuador",3.56102,-73.95503,"meta"
"el yataro",3.75621,-73.66482,"meta"
"vergel",4.24593,-73.07278,"meta"
"hacienda alcaraván",3.75502,-73.64347,"meta"
"curutal",4.64955,-73.04192,"meta"
"hato yomaira",3.49621,-72.85564,"meta"
"neblinas",4.29726,-72.05117,"meta"
"san isidro",4.23922,-72.14874,"meta"
"antonia santos",3.75763,-73.16907,"meta"
"altamira",3.74238,-73.16184,"meta"
"chamuscada",4.41922,-72.83687,"meta"
"lisbia",3.98333,-73.88333,"meta"
"cachama",3.27793,-72.87565,"meta"
"la mirana",4.23083,-72.87938,"meta"
"la cabaña",3.67239,-73.20228,"meta"
"cabio",3.51811,-73.63815,"meta"
"san marcos",3.67274,-73.65643,"meta"
"la abeja",3.98042,-73.03487,"meta"
"morichito",3.29696,-73.25801,"meta"
"la esperanza",3.36351,-72.59658,"meta"
"moriche",4.05513,-72.90727,"meta"
"puerto colombia",4.00306,-73.23323,"meta"
"pekin",3.61669,-73.61638,"meta"
"lejías",3.11473,-73.65519,"meta"
"santa rosa",3.61386,-73.64327,"meta"
"la esmeralda",4.40417,-72.88361,"meta"
"rancho chicha",4.0683,-73.52858,"meta"
"pica grande",4.27551,-73.52173,"meta"
"puerto maría",4.25639,-73.07194,"meta"
"chafurray",3.16667,-73.23333,"meta"
"yarico",4.23333,-72.85,"meta"
"la florida",3.34213,-73.32981,"meta"
"la ley del monte",4.05503,-73.77993,"meta"
"palestina",4.29884,-73.54414,"meta"
"caño camoita",3.67967,-73.55051,"meta"
"cimarrón",3.62633,-73.09514,"meta"
"la ye",3.069,-73.119,"meta"
"la cumbre",4.07912,-73.74748,"meta"
"puerto porfía",4.16029,-73.0275,"meta"
"el santuario",3.43996,-73.12474,"meta"
"venecia",4.54563,-73.03087,"meta"
"tesoro",4.03785,-72.63163,"meta"
"la laguna",3.6512,-73.06297,"meta"
"el higuerón",4.06127,-73.71292,"meta"
"la realidad",4,-73.36667,"meta"
"chambacuy",3.152,-73.457,"meta"
"la argentina",4.02834,-73.64427,"meta"
"san cayetano",3.99477,-73.63754,"meta"
"el líbano",4.03064,-73.64581,"meta"
"las gaviotas",3.116,-73.405,"meta"
"el último intento",2.62929,-72.61424,"meta"
"gutiérrez",3.77169,-73.77064,"meta"
"la portia",3.76743,-73.42214,"meta"
"el barranco",3.82345,-73.79231,"meta"
"la caucha",3.54743,-74.37037,"meta"
"berlin",3.85378,-73.76697,"meta"
"los laureles",4.37631,-72.19139,"meta"
"chaparral",3.76254,-73.48396,"meta"
"los guaduales",3.83764,-73.73426,"meta"
"las delicias",3.64158,-73.43762,"meta"
"san josé",3.73256,-73.92055,"meta"
"la esmeralda",3.169,-74.269,"meta"
"el placer",4.25434,-73.20851,"meta"
"lusitania",4.00456,-73.21924,"meta"
"el turpial",4.318,-72.32832,"meta"
"atravesada",3.74924,-73.57597,"meta"
"los alpes",4.21661,-72.96495,"meta"
"altamira",2.975,-73.257,"meta"
"gaviotas",3.75306,-73.44117,"meta"
"puerto lópez",4.09912,-72.95647,"meta"
"san rafael",3.78521,-73.59153,"meta"
"marquetalia",4.35389,-73.10861,"meta"
"la veguita",4.43163,-72.22921,"meta"
"monte bello",3.76432,-73.56799,"meta"
"las camelias",4.06991,-73.66549,"meta"
"buenavista",4.31667,-73.36667,"meta"
"patio bonito",3.475,-73.63016,"meta"
"la cachita",4.09381,-73.66194,"meta"
"shangri-lá",4.13964,-72.04263,"meta"
"vistahermosa",3.12428,-73.75156,"meta"
"santa cecilia",4.19933,-72.95001,"meta"
"los alpes",3.29569,-73.85083,"meta"
"la gloria",3.40708,-72.65876,"meta"
"cámbulos",3.29545,-72.79432,"meta"
"montebello",4.24405,-73.28285,"meta"
"el recreo",4.07058,-73.60923,"meta"
"la caramanta",3.35752,-74.0778,"meta"
"charco anzuelo",3.00825,-73.25268,"meta"
"nuestra señora de fátima",4.03554,-73.60683,"meta"
"alto losada",2.37444,-74.55611,"meta"
"el diamante",3.57716,-73.89206,"meta"
"lajitas",4.16492,-72.91541,"meta"
"llano grande",3.47927,-73.48643,"meta"
"mary inés",3.68558,-73.6824,"meta"
"la samaria",4.10355,-72.866,"meta"
"la iberia",3.6948,-73.68233,"meta"
"candilejas",3.11667,-72.95,"meta"
"humapo",4.33219,-72.36281,"meta"
"la florida",4.01805,-73.43358,"meta"
"patagonia",4.12832,-73.22691,"meta"
"san joaquin",3.68025,-73.79002,"meta"
"retiro",3.53333,-72.88333,"meta"
"las brisas",3.27636,-73.40304,"meta"
"arrecifes",4.18871,-73.24052,"meta"
"hacienda pinares",3.82362,-73.68733,"meta"
"las brisas",3.83935,-73.71487,"meta"
"maiporé",4.05112,-72.96981,"meta"
"bella suiza",4.05997,-73.50652,"meta"
"la soledad",4.48333,-72.96667,"meta"
"la rivera",3.6122,-73.89309,"meta"
"puerto lleras",3.26942,-73.37537,"meta"
"san juanito",4.46103,-73.68048,"meta"
"la floresta",4.32299,-72.44106,"meta"
"la unión",3.82404,-73.65193,"meta"
"la esperanza",4.10738,-72.99153,"meta"
"la florida",3.60022,-73.91333,"meta"
"mitare",2.8913,-71.45691,"meta"
"san cayetano",3.80553,-73.47638,"meta"
"santuario",3.112,-73.438,"meta"
"puerto de yucuana",4.06667,-73.05,"meta"
"el refugio",2.17674,-73.78401,"meta"
"san juanito",3.7934,-73.3316,"meta"
"la floresta",3.56442,-73.93526,"meta"
"pororio",2.83407,-72.80464,"meta"
"la cascada",2.66023,-72.90033,"meta"
"buenos aires",3.73199,-73.63057,"meta"
"la unión",3.83092,-73.81914,"meta"
"san jorge",4.12482,-73.51167,"meta"
"san miguel",4.12293,-73.40759,"meta"
"la palma",3.77936,-73.83507,"meta"
"casa agapito",2.05,-73.96667,"meta"
"los sauces",3.58507,-73.77132,"meta"
"san jorge",4.03355,-73.27887,"meta"
"la angostura",4.26482,-72.42497,"meta"
"el recreo",1.84142,-74.12915,"meta"
"barrio vanguardia",4.17172,-73.62763,"meta"
"nare",3.92279,-73.00687,"meta"
"la reserva",4.32621,-72.79442,"meta"
"camelia",3.088,-73.205,"meta"
"santa rosa",4.02472,-73.06694,"meta"
"rancho alegre",3.92377,-73.08444,"meta"
"la cristalina",2.19021,-73.87525,"meta"
"cabuyaro",4.2817,-72.79399,"meta"
"hato palomas",3.30827,-73.79094,"meta"
"la tigrera",3.90294,-73.00427,"meta"
"gutiérrez",4.12905,-73.35167,"meta"
"la esperanza",4.14476,-73.47634,"meta"
"gustiquia",4.13514,-73.20445,"meta"
"san cayetano",3.16662,-73.27471,"meta"
"las delicias",3.33513,-73.28321,"meta"
"las guacharacas",4.05211,-73.08292,"meta"
"tucuragua",4.07884,-72.93525,"meta"
"maracaibo",3.30579,-73.56504,"meta"
"la libertad",3.74174,-73.68893,"meta"
"el dailen",3.59989,-73.5749,"meta"
"san cristóbal",4.28295,-73.52044,"meta"
"guarataro",4.47437,-72.97939,"meta"
"el encierro",4.30912,-72.15184,"meta"
"villa sonia",4.0099,-73.77378,"meta"
"vda. yamenes",3.59673,-73.94151,"meta"
"playa linda",4.03583,-73.73298,"meta"
"las gaviotas",4.2797,-73.40668,"meta"
"chabilonia",4.24178,-72.90709,"meta"
"bella al sol",3.61031,-73.99307,"meta"
"tres esquinas",3.52947,-74.03917,"meta"
"las dos eses",4.03547,-72.74963,"meta"
"valparaiso",3.72056,-73.32055,"meta"
"lejanías",3.52762,-74.02335,"meta"
"las margaritas",4.01787,-73.6772,"meta"
"los andes",4.14052,-72.91295,"meta"
"la esmeralda",4.02142,-73.70754,"meta"
"la fría",4.61667,-71.71667,"meta"
"hacienda rincón largo",3.53079,-73.5561,"meta"
"el retiro",3.58616,-73.94398,"meta"
"la nutria",3.79412,-73.42499,"meta"
"playa el diablo",2.22073,-73.81582,"meta"
"la esperanza",3.56286,-73.59525,"meta"
"la venturosa",4.25552,-73.31038,"meta"
"el chocho",4.11278,-73.20862,"meta"
"los laureles",4.21079,-72.80348,"meta"
"socaegro",4.11193,-73.65123,"meta"
"los naranjos",4.20697,-73.42956,"meta"
"los paraguayes",4.26194,-73.11111,"meta"
"mapiripán",2.89115,-72.13328,"meta"
"inspección de policía piñalito",2.97454,-73.67447,"meta"
"los tobitos",4.09788,-73.63075,"meta"
"monserrato",3.72388,-73.9053,"meta"
"el paraíso",3.298,-74.279,"meta"
"el porvenir",3.253,-74.274,"meta"
"el pajuil",3.67991,-73.90727,"meta"
"el encanto",3.71288,-73.89444,"meta"
"el paraíso",3.422,-74.105,"meta"
"la esperanza",3.414,-74.014,"meta"
"miravalles",3.66758,-73.92316,"meta"
"la fortuna",3.425,-74.111,"meta"
"los naranjos",3.61086,-73.90051,"meta"
"los lobos",1.9782,-74.24394,"meta"
"puerto limón",4.02799,-71.13,"meta"
"la quinta",3.47083,-73.63522,"meta"
"hacienda la primavera",3.83817,-73.57946,"meta"
"primavera",3.86073,-73.59143,"meta"
"las delicias",3.70545,-73.45578,"meta"
"laguneral",4.23333,-73.03333,"meta"
"inspección de policía rincón de bolívar",3.41344,-73.52199,"meta"
"gaviotas",3.85587,-73.5693,"meta"
"hato laureles",3.28563,-72.73121,"meta"
"la esmeralda",3.51583,-73.88535,"meta"
"guayabal",4.19928,-72.12171,"meta"
"alcosana",4.02584,-73.59377,"meta"
"el recuerdo",3.17346,-72.82071,"meta"
"san luis",3.03398,-72.66508,"meta"
"ojo de agua",4.1603,-73.24833,"meta"
"medellín del ariari",3.62858,-73.80405,"meta"
"campo hermoso",3.59461,-73.89023,"meta"
"dijen",2.1636,-74.58471,"meta"
"el espinal",3.79439,-73.73583,"meta"
"humapo b",4.2981,-72.40472,"meta"
"gualanday",3.58881,-73.87859,"meta"
"inspección de policía el oriente",3.1973,-74.25947,"meta"
"brasilla",3.76107,-73.69554,"meta"
"cumaral",4.2708,-73.48669,"meta"
"rancho viejo",3.66618,-73.73292,"meta"
"el jardín",2.16668,-74.28692,"meta"
"rancho grande",4.02696,-73.52899,"meta"
"miraflores",4.25819,-73.43652,"meta"
"santa elena",3.67923,-73.71422,"meta"
"caserío guayabal",3.45598,-73.94904,"meta"
"piñalito",4.20868,-73.24852,"meta"
"miraflores",2.28714,-73.86443,"meta"
"puerto chigüiro",4.03772,-73.34316,"meta"
"la providencia",4.03333,-73.53333,"meta"
"la cal",3.62326,-73.86113,"meta"
"el arbolita",4.08888,-73.51175,"meta"
"santa bárbara",3.62304,-72.72035,"meta"
"churrubayes",3.37867,-73.33157,"meta"
"puerto mosco",3.3414,-73.4287,"meta"
"apiay",4.10559,-73.59242,"meta"
"los sitios",3.36944,-73.40204,"meta"
"los andes",3.59424,-73.9175,"meta"
"san vicente",3.80521,-73.44031,"meta"
"hacienda las riveras",3.8058,-73.6399,"meta"
"el billar",2.21834,-73.83043,"meta"
"balneario acapulco",4.12025,-73.59115,"meta"
"la agua linda",3.80996,-73.85512,"meta"
"cachipay",3.80296,-73.36551,"meta"
"costa rica",4.1266,-73.2984,"meta"
"miraflores",3.52875,-73.96487,"meta"
"la morena",4.16219,-72.52813,"meta"
"la esperanza",4.01667,-73.35,"meta"
"balcones",3.7879,-73.88982,"meta"
"cumaralito",4.14723,-73.21931,"meta"
"el delirio",3.59167,-74.36444,"meta"
"fúquene",3.56209,-74.38884,"meta"
"donde cala",4.11639,-72.84583,"meta"
"san josé de caquetania",1.79069,-74.15994,"meta"
"el algarrobo",4.27384,-72.07424,"meta"
"la ilusión",3.05,-74.28333,"meta"
"el jardín",3.069,-73.247,"meta"
"veracruz",4.23406,-73.21812,"meta"
"san antonio",3.73256,-73.84749,"meta"
"el callao",4.2341,-72.46201,"meta"
"loma de piedra",3.095,-73.219,"meta"
"san bernardo",3.143,-73.255,"meta"
"la palma",3.61611,-73.62275,"meta"
"agua bonita",3.63516,-73.83155,"meta"
"hacienda la camelia",4.22977,-73.5874,"meta"
"tierra alta",4.24145,-73.45973,"meta"
"hacienda chirajara",3.68366,-73.61236,"meta"
"el placer",3.18028,-73.29136,"meta"
"hacienda san camilo",3.67593,-73.6254,"meta"
"la primavera",3.71576,-73.66475,"meta"
"contento",3.8094,-73.61146,"meta"
"el ocaso",4.01672,-73.84559,"meta"
"monserrate",4.29268,-73.63029,"meta"
"loma del pañuelo",4.0604,-73.78569,"meta"
"el porvenir",4.42389,-73.04611,"meta"
"el retiro",3.55278,-73.01958,"meta"
"el congo",3.55955,-73.10212,"meta"
"el arenal",4.04408,-73.78166,"meta"
"hacienda entre rios",3.80608,-73.58192,"meta"
"campo pajuil",3.68333,-73,"meta"
"la esperanza",3.52579,-73.94612,"meta"
"pueblo de indios",3.85,-72.7,"meta"
"los alpes",3.53019,-73.95737,"meta"
"yamuz",2.85,-72.98333,"meta"
"mata azul",3.77116,-73.06905,"meta"
"barbascal viejo",3.63661,-73.33128,"meta"
"la escondida",3.68659,-73.38546,"meta"
"hacienda caseteja",3.76232,-73.79825,"meta"
"la unión",3.7135,-73.30956,"meta"
"malabrigo",2.8,-72.7,"meta"
"el delirio",4.1,-73.3,"meta"
"prismar",3.59077,-73.94887,"meta"
"buena vista",3.81786,-73.90928,"meta"
"mata azul",3.76575,-73.79242,"meta"
"hacienda yasmaya",3.78791,-73.76785,"meta"
"la guayacana",3.77196,-73.34759,"meta"
"aguablanca",3.54882,-74.39243,"meta"
"las vegas",3.56778,-73.87602,"meta"
"melúa",3.91667,-72.83333,"meta"
"siberia",3.5,-72.45,"meta"
"el cairo",3.60396,-73.78341,"meta"
"el balcón",4.11276,-73.66179,"meta"
"el darien",3.75863,-73.89229,"meta"
"el porvenir",3.61844,-73.56096,"meta"
"los mangos",4.05092,-73.04023,"meta"
"el silencio",4.04784,-72.79297,"meta"
"brasilla",3.74579,-73.73234,"meta"
"santillana",3.56515,-73.39703,"meta"
"el manicomie",3.58336,-73.48463,"meta"
"el paraíso",3.73744,-73.58206,"meta"
"aguablanca",3.62417,-74.3425,"meta"
"chatarra",3.62238,-73.3734,"meta"
"el viento",4.14071,-72.64666,"meta"
"la camachera",3.68429,-73.751,"meta"
"el palmar",4.20172,-73.46328,"meta"
"la guardiana",3.62143,-73.47397,"meta"
"matazul",4.16685,-72.66124,"meta"
"el delirio",3.48018,-73.58493,"meta"
"fresco valle",3.97009,-73.83223,"meta"
"alegrias",3.53118,-73.90827,"meta"
"puerto morroco",3.55154,-73.91298,"meta"
"holanda",3.5441,-73.93065,"meta"
"manaure",3.7,-73.46296,"meta"
"el bejuco",4.36857,-72.86669,"meta"
"la esmeralda",3.31709,-73.86666,"meta"
"acapulco",4.41031,-72.25338,"meta"
"san luis de yamanes",3.52529,-73.90407,"meta"
"el milgarobo",4.11667,-72.1,"meta"
"las acacias",3.61757,-73.67793,"meta"
"guacamayos",3.15604,-72.86599,"meta"
"el rodeo",4.23873,-72.48363,"meta"
"el once",3.54529,-73.88631,"meta"
"isla de los japoneses",2.631,-74.033,"meta"
